日期	星期	时间	双方	客队	主队	客队编号	主队编号
2017/3/31	星期六	8:00	鹈鹕vs骑士	鹈鹕	骑士	11	3
2017/3/31	星期六	8:30	森林狼vs小牛	森林狼	小牛	6	29
2017/3/31	星期六	9:00	灰熊vs爵士	灰熊	爵士	9	18
2017/3/31	星期六	10:30	雄鹿vs湖人	雄鹿	湖人	25	20
2017/3/31	星期六	10:30	快船vs开拓者	快船	开拓者	8	12
2017/4/1	星期日	3:00	黄蜂vs奇才	黄蜂	奇才	24	22
2017/4/1	星期日	5:00	活塞vs尼克斯	活塞	尼克斯	21	16
2017/4/1	星期日	7:30	猛龙vs凯尔特人	猛龙	凯尔特人	14	4
2017/4/1	星期日	8:00	篮网vs热火	篮网	热火	19	23
2017/4/1	星期日	10:00	勇士vs国王	勇士	国王	2	17
2017/4/2	星期一	1:00	76人vs黄蜂	76人	黄蜂	7	24
2017/4/2	星期一	3:30	火箭vs马刺	火箭	马刺	1	5
2017/4/2	星期一	3:30	步行者vs快船	步行者	快船	13	8
2017/4/2	星期一	3:30	奇才vs公牛	奇才	公牛	22	26
2017/4/2	星期一	6:00	雷霆vs鹈鹕	雷霆	鹈鹕	0	11
2017/4/2	星期一	6:00	魔术vs老鹰	魔术	老鹰	10	27
2017/4/2	星期一	6:00	活塞vs篮网	活塞	篮网	21	19
2017/4/2	星期一	6:00	小牛vs骑士	小牛	骑士	29	3
2017/4/2	星期一	7:00	爵士vs森林狼	爵士	森林狼	18	6
2017/4/2	星期一	8:00	雄鹿vs掘金	雄鹿	掘金	25	15
2017/4/2	星期一	8:30	太阳vs勇士	太阳	勇士	28	2
2017/4/2	星期一	9:00	灰熊vs开拓者	灰熊	开拓者	9	12
2017/4/2	星期一	9:30	国王vs湖人	国王	湖人	17	20
2017/4/4	星期三	7:00	猛龙vs骑士	猛龙	骑士	14	3
2017/4/4	星期三	7:00	篮网vs76人	篮网	76人	19	7
2017/4/4	星期三	7:30	魔术vs尼克斯	魔术	尼克斯	10	16
2017/4/4	星期三	7:30	老鹰vs热火	老鹰	热火	27	23
2017/4/4	星期三	8:00	勇士vs雷霆	勇士	雷霆	2	0
2017/4/4	星期三	8:00	奇才vs火箭	奇才	火箭	22	1
2017/4/4	星期三	8:00	黄蜂vs公牛	黄蜂	公牛	24	26
2017/4/4	星期三	8:00	凯尔特人vs雄鹿	凯尔特人	雄鹿	4	25
2017/4/4	星期三	8:30	开拓者vs小牛	开拓者	小牛	12	29
2017/4/4	星期三	9:00	湖人vs爵士	湖人	爵士	20	18
2017/4/4	星期三	9:00	步行者vs掘金	步行者	掘金	13	15
2017/4/4	星期三	10:00	国王vs太阳	国王	太阳	17	28
2017/4/4	星期三	10:30	马刺vs快船	马刺	快船	5	8
2017/4/5	星期四	7:00	小牛vs魔术	小牛	魔术	29	10
2017/4/5	星期四	7:00	76人vs活塞	76人	活塞	7	21
2017/4/5	星期四	7:00	凯尔特人vs猛龙	凯尔特人	猛龙	4	14
2017/4/5	星期四	7:30	热火vs老鹰	热火	老鹰	23	27
2017/4/5	星期四	9:30	灰熊vs鹈鹕	灰熊	鹈鹕	9	11
2017/4/5	星期四	10:30	马刺vs湖人	马刺	湖人	5	20
2017/4/6	星期五	7:00	勇士vs步行者	勇士	步行者	2	13
2017/4/6	星期五	8:00	奇才vs骑士	奇才	骑士	22	3
2017/4/6	星期五	8:00	开拓者vs火箭	开拓者	火箭	12	1
2017/4/6	星期五	8:00	篮网vs雄鹿	篮网	雄鹿	19	25
2017/4/6	星期五	9:00	快船vs爵士	快船	爵士	8	18
2017/4/6	星期五	10:30	森林狼vs掘金	森林狼	掘金	6	15
2017/4/7	星期六	7:00	小牛vs活塞	小牛	活塞	29	21
2017/4/7	星期六	7:00	骑士vs76人	骑士	76人	3	7
2017/4/7	星期六	7:00	老鹰vs奇才	老鹰	奇才	27	22
2017/4/7	星期六	7:00	黄蜂vs魔术	黄蜂	魔术	24	10
2017/4/7	星期六	7:30	步行者vs猛龙	步行者	猛龙	13	14
2017/4/7	星期六	7:30	热火vs尼克斯	热火	尼克斯	23	16
2017/4/7	星期六	7:30	公牛vs凯尔特人	公牛	凯尔特人	26	4
2017/4/7	星期六	8:00	国王vs灰熊	国王	灰熊	17	9
2017/4/7	星期六	10:00	鹈鹕vs太阳	鹈鹕	太阳	11	28
2017/4/7	星期六	10:30	森林狼vs湖人	森林狼	湖人	6	20
2017/4/8	星期日	3:30	掘金vs快船	掘金	快船	15	8
2017/4/8	星期日	7:30	雄鹿vs尼克斯	雄鹿	尼克斯	25	16
2017/4/8	星期日	8:00	篮网vs公牛	篮网	公牛	19	26
2017/4/8	星期日	8:30	鹈鹕vs勇士	鹈鹕	勇士	11	2
2017/4/8	星期日	8:30	雷霆vs火箭	雷霆	火箭	0	1
2017/4/8	星期日	9:00	开拓者vs马刺	开拓者	马刺	12	5
2017/4/9	星期一	1:00	小牛vs76人	小牛	76人	29	7
2017/4/9	星期一	1:00	步行者vs黄蜂	步行者	黄蜂	13	24
2017/4/9	星期一	3:30	活塞vs灰熊	活塞	灰熊	21	9
2017/4/9	星期一	6:00	魔术vs猛龙	魔术	猛龙	10	14
2017/4/9	星期一	6:00	爵士vs湖人	爵士	湖人	18	20
2017/4/9	星期一	7:30	老鹰vs凯尔特人	老鹰	凯尔特人	27	4
2017/4/9	星期一	9:00	勇士vs太阳	勇士	太阳	2	28
2017/4/10	星期二	7:00	猛龙vs活塞	猛龙	活塞	14	21
2017/4/10	星期二	7:30	骑士vs尼克斯	骑士	尼克斯	3	16
2017/4/10	星期二	7:30	公牛vs篮网	公牛	篮网	26	19
2017/4/10	星期二	7:30	雷霆vs热火	雷霆	热火	0	23
2017/4/10	星期二	8:00	灰熊vs森林狼	灰熊	森林狼	9	6
2017/4/10	星期二	8:00	魔术vs雄鹿	魔术	雄鹿	10	25
2017/4/10	星期二	8:30	国王vs马刺	国王	马刺	17	5
2017/4/10	星期二	9:00	开拓者vs掘金	开拓者	掘金	12	15
2017/4/10	星期二	10:30	鹈鹕vs快船	鹈鹕	快船	11	8
2017/4/11	星期三	7:00	黄蜂vs步行者	黄蜂	步行者	24	13
2017/4/11	星期三	7:30	76人vs老鹰	76人	老鹰	7	27
2017/4/11	星期三	8:00	凯尔特人vs奇才	凯尔特人	奇才	4	22
2017/4/11	星期三	8:30	太阳vs小牛	太阳	小牛	28	29
2017/4/11	星期三	9:00	勇士vs爵士	勇士	爵士	2	18
2017/4/11	星期三	10:30	火箭vs湖人	火箭	湖人	1	20
2017/4/12	星期四	8:00	掘金vs森林狼	掘金	森林狼	15	6
2017/4/12	星期四	8:00	雄鹿vs76人	雄鹿	76人	25	7
2017/4/12	星期四	8:00	活塞vs公牛	活塞	公牛	21	26
2017/4/12	星期四	8:00	马刺vs鹈鹕	马刺	鹈鹕	5	11
2017/4/12	星期四	8:00	尼克斯vs骑士	尼克斯	骑士	16	3
2017/4/12	星期四	8:00	灰熊vs雷霆	灰熊	雷霆	9	0
2017/4/12	星期四	8:00	奇才vs魔术	奇才	魔术	22	10
2017/4/12	星期四	8:00	篮网vs凯尔特人	篮网	凯尔特人	19	4
2017/4/12	星期四	8:00	猛龙vs热火	猛龙	热火	14	23
2017/4/12	星期四	10:30	火箭vs国王	火箭	国王	1	17
2017/4/12	星期四	10:30	湖人vs快船	湖人	快船	20	8
2017/4/12	星期四	10:30	爵士vs开拓者	爵士	开拓者	18	12
